Skill Name,Invocation Name,Category,baseline_risk_score,baseline_population_tier,llm_genericity_risk,llm_ambiguity_risk,llm_semantic_confusion_risk,llm_squatting_risk,llm_overall_risk,llm_reasoning
science facts,science facts,Education & Reference,0.8196638089637459,Q4 high,0,1,1,1,1,"The invocation name 'science facts' is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The lack of ambiguity in the meaning also reduces the risk of semantic confusion. Additionally, the uniqueness of the name makes it challenging for attackers to create malicious variants that are similar sounding."
food facts,food facts,Education & Reference,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of the phrase 'facts'. The squatting risk is low as well, since the name is not extremely generic or broad. Overall, while there are some risks present, they are relatively low."
Food Facts,food facts,Education & Reference,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, with a clear and specific meaning. While it's possible to mispronounce or abbreviate the name, it's not easily confused with other skills. The risk of squatting is low due to the specificity of the name. Overall, the risk is moderate, as users may still accidentally invoke the skill when expecting something else."
food facts,food facts,Education & Reference,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there are no obvious ambiguities or semantic confusions. The risk of squatting is low due to the specificity of the name. Overall, this skill has a moderate risk profile."
Food facts,food facts,Education & Reference,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, with a clear and specific meaning. While it's possible to mispronounce or abbreviate the name, it's not likely to be confused with other skills or phrases. The risk of squatting is low due to the specificity of the name. Overall, this skill has a moderate risk profile."
Fun Food Facts,food facts,Education & Reference,0.8165623951969438,Q4 high,3,1,2,2,2,"The invocation name 'food facts' is somewhat common, but not extremely generic. It's unlikely to be confused with other skills due to its specificity. However, it may still be mispronounced or abbreviated by users, and an attacker could potentially create a malicious skill with a similar name. Overall, the risk is moderate."
Fooodiee,food facts,Education & Reference,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of semantic confusion is low, as there are few skills that would be confused with this one. Squatting potential is also low, as it's difficult to imitate or exploit this name. Overall, while there are some risks, they are relatively low."
Food Fact,food facts,Education & Reference,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of semantic confusion is low, as this skill is in the Education & Reference category and has a unique topic. Squatting potential is also very low, as the name doesn't seem easily imitable or exploitable. Overall, the risk is moderate due to some minor risks, but it's not severe."
food facts,food facts,Education & Reference,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of words like 'facts'. The squatting risk is low as well, since the name doesn't seem easily imitable or exploitable. Overall, while not negligible, the risks are relatively low."
food facts,food facts,Education & Reference,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there are no obvious ambiguities or semantic confusions. The risk of squatting is low due to the specificity of the name. Overall, this skill has a moderate risk profile."
food facts,food facts,Education & Reference,0.8165623951969438,Q4 high,0,1,1,1,1,"The invocation name 'food facts' is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The phrase has a clear meaning and is not easily ambiguous. It's also unlikely to be confused with other skills or imitated by malicious variants."
Musix,music facts,Education & Reference,0.8150108097955822,Q4 high,1,0,1,1,2,"The invocation name 'music facts' is mostly distinctive, with a clear meaning and no obvious ambiguity. While it's possible that users might mispronounce or abbreviate the name, it's unlikely to be confused with other skills or imitated maliciously. The overall risk is moderate due to the potential for minor confusion or squatting attempts."
random facts,random facts,Education & Reference,0.746044287081046,Q4 high,0,1,1,1,1,"The invocation name 'random facts' is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The phrase has a clear meaning and is unlikely to be confused with other skills. Additionally, the risk of squatting is very low due to the specificity of the name."
Random Facts,random facts,Education & Reference,0.746044287081046,Q4 high,1,0,1,1,2,"The invocation name 'random facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of the phrase 'random facts'. The squatting risk is low as well, since the name is not extremely generic or broad. Overall, while there are some risks present, they are relatively low."
Random Facts,random facts,Education & Reference,0.746044287081046,Q4 high,1,0,1,1,2,"The invocation name 'random facts' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is somewhat common and could potentially be mispronounced or paraphrased by users. The risk of squatting is low due to the unique combination of words. Overall, while there are some risks present, they are relatively low."
random facts 3,random facts,Education & Reference,0.746044287081046,Q4 high,1,0,1,1,2,"The invocation name 'random facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the broad nature of the phrase. The squatting risk is low as well, since it's not an extremely common or generic phrase. Overall, while there are some risks present, they are relatively low."
Random Facts,random facts,Education & Reference,0.746044287081046,Q4 high,3,1,2,2,2,"The invocation name 'random facts' is moderately generic, as it's a common phrase used in everyday conversation. However, the ambiguity risk is low because the phrase has a clear meaning and is unlikely to be misinterpreted. The semantic confusion risk is moderate because there might be some confusion with other skills that have similar names or descriptions. Squatting risk is also moderate because an attacker could potentially create a malicious skill with a similar name. Overall, the risk is moderate due to the potential for semantic confusion and squatting."
Random Facts,random facts,Education & Reference,0.746044287081046,Q4 high,3,1,2,2,2,"The invocation name 'random facts' is somewhat common, but not extremely generic. It's unlikely to be confused with other skills due to its specificity. However, it may still be mispronounced or abbreviated by users, and an attacker could potentially create a malicious skill with a similar-sounding name."
randomFacts,random facts,Education & Reference,0.746044287081046,Q4 high,3,1,2,2,2,"The invocation name 'random facts' is moderately generic, as it's a common phrase used in everyday conversation. However, the ambiguity risk is low because the phrase is specific and unlikely to be confused with other skills. The semantic confusion risk is slight because users are less likely to confuse this skill with others. Squatting risk is also moderate because an attacker could create a similar-sounding invocation name, but it would require some effort. Overall, the risk is moderate due to the generic nature of the phrase and the potential for squatting."
Life facts,life facts,Education & Reference,0.6327670620025623,Q4 high,1,0,1,1,2,"The invocation name 'life facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the phrase's simplicity and potential for mispronunciation. Squatting risk is low as well, since the name doesn't seem particularly appealing or valuable to malicious actors."
life facts,life facts,Education & Reference,0.6327670620025623,Q4 high,0,1,1,1,1,"The invocation name 'life facts' is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The phrase has a clear meaning and is unlikely to be confused with other skills. Squatting on this name would require significant effort to create a similar-sounding skill. Overall, the risk is very low due to the specificity and uniqueness of the invocation name."
Swim facts,swim facts,Education & Reference,0.5418216600521444,Q4 high,1,0,1,1,2,"The invocation name 'swim facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of semantic confusion is low, as there are few skills that would be easily confused with this one. Squatting potential is also low, as it's difficult to come up with a malicious variant that sounds similar. Overall, while there are some risks present, they are relatively low."
Trivia Facts,trivia facts,Education & Reference,0.5289089003505837,Q4 high,1,0,1,1,2,"The invocation name 'trivia facts' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is not extremely unique and could potentially be mispronounced or abbreviated by users. The risk of semantic confusion is low due to the specificity of the skill's category (Education & Reference). Squatting potential is also low since the name does not contain common words or phrases that would make it easy to imitate. Overall, while there are some minor risks, they do not pose a significant threat."
Emu Facts,emu facts,Education & Reference,0.4509926048230731,Q4 high,0,1,1,1,1,"The invocation name 'emu facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase is also very specific and lacks ambiguity, reducing the risk of semantic confusion or squatting."
the pope facts,the pope facts,Education & Reference,0.4479979675880158,Q3,0,1,1,1,1,"The invocation name 'the pope facts' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also very specific and unlikely to be mispronounced or paraphrased by users. While there may be some minor ambiguity about the type of facts being referred to (e.g., historical vs. current), this does not significantly increase the risk. As a result, the overall risk is low."
Honey bees facts,honey bees facts,Education & Reference,0.4256269265363562,Q3,1,0,1,1,2,"The invocation name 'honey bees facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of words like 'facts'. The squatting risk is low as it's not an easily imitable phrase. Overall, while there are some risks present, they are relatively low."
ACNE Facts,acne facts,Education & Reference,0.4188549957173333,Q3,3,1,2,2,2,"The invocation name 'acne facts' is moderately generic, as it's a specific topic but not an extremely uncommon phrase. The ambiguity risk is low because the meaning of the skill is clear from the context. There is some semantic confusion potential due to the possibility of users mispronouncing or abbreviating the name. Squatting risk is moderate because an attacker could create a similar-sounding invocation name, but it would require some effort. Overall, the risk is moderate due to the combination of these factors."
Team Picker,team picker,Education & Reference,0.4124229760872166,Q3,3,1,2,2,2,"The invocation name 'team picker' is moderately generic, as it's a common phrase used in various contexts. However, the ambiguity risk is low because the phrase is specific to the skill's purpose. The semantic confusion risk is moderate, as users may confuse this with other skills that have similar names or purposes. Squatting risk is also moderate, as attackers might try to create malicious variants of this name. Overall, the risk is moderate due to the potential for semantic confusion and squatting."
Kids Party Ideas,kids party ideas,Education & Reference,0.4088989290196185,Q3,1,0,1,1,2,"The invocation name 'kids party ideas' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is somewhat common and could potentially be mispronounced or paraphrased by users. The risk of squatting is low due to the specificity of the topic. Overall, while there are some risks present, they are relatively low."
Look it up,team lookup,Education & Reference,0.404005576011676,Q3,1,0,1,1,2,"The invocation name 'team lookup' is mostly distinctive, with a clear meaning and no obvious ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of semantic confusion is low due to the unique combination of words. Squatting potential is also low since the name doesn't seem easily imitable or exploitable. Overall, the risk is moderate, with a score of 2."
Magnificent Facts,magnificent facts,Education & Reference,0.3991245759800247,Q3,1,0,1,1,2,"The invocation name 'magnificent facts' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is somewhat common and could potentially be mispronounced or paraphrased by users. The risk of squatting is low due to the unique combination of words. Overall, while there are some risks present, they are relatively low."
Tickle Math,tickle math,Education & Reference,0.3794676044637516,Q3,1,0,1,1,2,"The invocation name 'tickle math' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is still somewhat common and could potentially be mispronounced or paraphrased by users. The risk of semantic confusion is low due to the unique combination of words. Squatting potential is also low since the name is not extremely generic or broad. Overall, while there are some risks present, they are relatively low."
Who is better?,who is better,Education & Reference,0.3643665986856435,Q3,3,2,1,2,2,"The invocation name 'who is better' has a moderate genericity risk due to its common phrase structure. The ambiguity risk is minor, as the context of the skill (Education & Reference) helps disambiguate the meaning. There is minimal semantic confusion potential with other skills, and squatting risk is low due to the unique combination of words. Overall, the risk is moderate, but not severe."
Heart Disease Facts,heart disease facts,Education & Reference,0.3642797860850433,Q3,1,0,1,1,2,"The invocation name 'heart disease facts' is mostly distinctive, with a clear and specific topic. While it's possible to mispronounce or abbreviate the name, there are no obvious ambiguities or semantic confusions that would lead to incorrect skill activation. The risk of squatting is low due to the specificity of the topic. Overall, this invocation name poses a moderate risk due to its potential for minor confusion and squatting."
Rhyme This!,rhyme this,Education & Reference,0.3518561092450876,Q2,1,0,1,1,2,"The invocation name 'rhyme this' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, the risk is moderate due to the skill's specificity and lack of ambiguity."
Topeka Kansas facts,topeka kansas facts,Education & Reference,0.3511929802735566,Q2,1,0,1,1,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, the risk is moderate due to the skill's specificity and lack of common phrases."
QprayersDaily,q. time vedic prayers,Education & Reference,0.2963832559321189,Q2,1,0,3,2,3,"The invocation name 'q. time vedic prayers' is mostly distinctive, but the use of 'vedic prayers' might lead to some confusion with other skills that offer similar content. The risk of squatting is moderate due to the simplicity of the name and its potential for malicious variants. Overall, while there are some risks present, they are not severe enough to warrant a high overall risk score."
Longfellow Elementary School,longfellow elementary school,Education & Reference,0.2732124082926209,Q1 low,0,1,1,1,1,"The invocation name is highly distinctive and unique, making it difficult to confuse with other skills. The phrase 'Longfellow Elementary School' is not a common everyday phrase, reducing the risk of squatting or semantic confusion. Additionally, there is very little ambiguity in the meaning of this invocation name."
Excessive Body Hair Facts,excessive body hair facts,Education & Reference,0.2722593236383019,Q1 low,5,3,4,4,5,"The invocation name 'excessive body hair facts' is extremely generic and broad, making it easy to mispronounce or paraphrase. The phrase has multiple plausible meanings, including a potential skill about excessive body hair removal methods, which could lead to semantic confusion with other skills. Additionally, the name's specificity makes it vulnerable to squatting attacks."
cervantes books,cervantes books,Education & Reference,0.269454242957697,Q1 low,1,0,1,1,2,"The invocation name 'cervantes books' is mostly distinctive, with a clear reference to the author Miguel de Cervantes. While it may be mispronounced or abbreviated, it's unlikely to be confused with other skills. The risk of squatting is low due to its specificity. Overall, this skill has a moderate risk profile."
Lebowski Facts,big lebowski facts,Education & Reference,0.2535581089684173,Q1 low,1,0,3,2,3,"The invocation name 'big lebowski facts' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills due to its specificity, there is a moderate risk of semantic confusion if users mispronounce or paraphrase the name. The squatting risk is low because it's difficult to imitate or exploit this specific phrase. Overall, the risk is moderate due to the potential for semantic confusion."
Node JS Tutorial,node j. s.,Education & Reference,0.2403093500494973,Q1 low,3,2,1,2,2,"The invocation name 'node j. s.' is somewhat common, as it contains the word 'node' which is a popular term in the programming world. However, the addition of '.s.' makes it less likely to be confused with other skills or phrases. The risk of squatting is moderate due to the simplicity of the name and its potential for malicious variants."
AupaAtleti,aupa atleti,Education & Reference,0.2233644284279524,Q1 low,1,0,1,1,2,"The invocation name 'aupa atleti' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, as it clearly refers to a sports team. The risk of semantic confusion is minimal, as this phrase is not commonly used in everyday conversation. Squatting potential is low due to the uniqueness of the name. Overall, while there are some risks present, they are relatively low."
Nicaraguan Anthem,nicaraguan anthem,Education & Reference,0.2177457476910641,Q1 low,0,1,1,1,1,"The invocation name 'nicaraguan anthem' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is not commonly used in everyday conversation, reducing the risk of ambiguity or semantic confusion. Additionally, it's unlikely that an attacker would create a malicious variant of this invocation name."
Indy Roof Company,indy roof company,Education & Reference,0.2144451916066688,Q1 low,0,1,1,1,1,"The invocation name 'indy roof company' is highly distinctive and unique, making it difficult to mispronounce or confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of semantic confusion or squatting attacks."
Almond Tree Storage,almond tree storage,Education & Reference,0.2114618537472852,Q1 low,1,0,1,1,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a similar-sounding skill, the squatting risk is low due to the specificity of the name."
My Braille Cheat Sheet,my braille cheat sheet,Education & Reference,0.2069139902964309,Q1 low,1,0,1,1,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
Near Earth Objects Finder,near earth objects,Education & Reference,0.2057869249564332,Q1 low,1,0,1,1,2,"The invocation name 'near earth objects' is mostly distinctive, making it less likely to be mispronounced or confused with other skills. However, the phrase is somewhat common in scientific contexts, which may lead to minor ambiguity and semantic confusion risks. The squatting risk is low due to the specificity of the topic. Overall, while there are some risks present, they are relatively low."
Food Facts,food facts,Food and Drink,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of the phrase 'food facts'. The squatting risk is low as well, since the name is not extremely generic or broad. Overall, while there are some risks present, they are relatively low."
Food Facts,food facts,Food and Drink,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not extremely generic or common. The risk of semantic confusion is minimal, as this skill is likely to be one of few in the Food and Drink category. Squatting potential is also low, as an attacker would need to create a very similar-sounding invocation name. Overall, while there are some risks present, they are relatively low."
Food Facts,food facts,Food and Drink,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of words like 'facts'. The squatting risk is low as well, since the name doesn't seem easily imitable or exploitable."
Food Facts,food facts,Food and Drink,0.8165623951969438,Q4 high,1,0,1,1,2,"The invocation name 'food facts' is mostly distinctive, with a clear meaning and minimal ambiguity. While it's possible to imagine some confusion with other skills, the risk is low due to its specificity. Squatting potential is also very low, as it's not an easily exploitable phrase. Overall, this skill has a moderate risk profile."
Food facts,space facts,Food and Drink,0.7490524057712107,Q4 high,5,3,4,4,5,"The invocation name 'space facts' is extremely generic and broad, making it easy to mispronounce or paraphrase. The ambiguity risk is moderate due to the possibility of users thinking this skill is related to astronomy or space exploration rather than food facts. Semantic confusion risk is high as this name could be easily confused with other skills that have similar names. Squatting risk is also high as an attacker could create a malicious skill with a similar name, such as 'space food' or 'astronomy facts'. Overall, the risk is severe due to the combination of these factors."
Coffee Facts,coffee facts,Food and Drink,0.7165317670549878,Q4 high,1,0,1,1,2,"The invocation name 'coffee facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not extremely generic or common. The risk of semantic confusion is low due to the specificity of the topic. Squatting potential is also low since the name doesn't seem easily imitable or exploitable. Overall, the risk is moderate, with a score of 2."
Coffee Facts,coffee facts,Food and Drink,0.7165317670549878,Q4 high,1,0,1,1,2,"The invocation name 'coffee facts' is mostly distinctive, with a clear and specific meaning. While it's possible to mispronounce or abbreviate the name, it's unlikely to be confused with other skills or imitated maliciously. The overall risk is moderate due to the potential for minor ambiguity and semantic confusion."
Coffee Facts,coffee facts,Food and Drink,0.7165317670549878,Q4 high,0,1,1,1,1,"The invocation name 'coffee facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult to imitate or exploit, reducing the squatting risk."
Coffee Facts,coffee facts,Food and Drink,0.7165317670549878,Q4 high,1,0,1,1,2,"The invocation name 'coffee facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not extremely generic or common. The risk of semantic confusion is low, as this skill is in the Food and Drink category and the name clearly indicates its topic. Squatting potential is also low, as the name doesn't seem easily imitable or exploitable. Overall, while there are some minor risks, they don't add up to a high overall risk."
Coffee Facts,coffee facts,Food and Drink,0.7165317670549878,Q4 high,1,0,1,1,2,"The invocation name 'coffee facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of squatting or semantic confusion is low due to the specificity of the topic. Overall, this skill has a moderate risk profile."
Coffee Expert,coffee facts,Food and Drink,0.7165317670549878,Q4 high,1,0,1,1,2,"The invocation name 'coffee facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not extremely generic or common. The risk of semantic confusion is low, as there are few skills that would be confused with this one. Squatting potential is also very low, as it's difficult to imitate or exploit this invocation name."
Whose Turn,whose turn,Food and Drink,0.7000901742366233,Q4 high,5,3,4,4,4,"The invocation name 'whose turn' is extremely generic and common, making it easy to mispronounce or paraphrase. The ambiguity risk is moderate due to the possibility of users asking about different types of turns (e.g., game turns, household chores). Semantic confusion risk is high because this phrase could be easily confused with other skills that involve decision-making or random selection. Squatting risk is also high because an attacker could create a malicious skill with a similar name and exploit the ambiguity in user requests."
Joyce,whose turn,Food and Drink,0.7000901742366233,Q4 high,5,3,4,4,5,"The invocation name 'whose turn' is extremely generic and broad, making it easy to mispronounce or paraphrase. The phrase has multiple plausible meanings, including deciding whose turn it is in various contexts (e.g., games, chores). This ambiguity increases the risk of semantic confusion with other skills. Additionally, the simplicity of the phrase makes it vulnerable to squatting attacks."
Whose Turn,whose turn,Food and Drink,0.7000901742366233,Q4 high,5,3,4,4,4,"The invocation name 'whose turn' is extremely generic and common, making it easy to mispronounce or paraphrase. The ambiguity risk is moderate due to the possibility of users asking about different types of turns (e.g., game turns, household chores). Semantic confusion risk is high because this phrase could be easily confused with other skills that involve decision-making or random selection. Squatting risk is also high because an attacker could create a malicious skill with a similar name and exploit the ambiguity in user requests."
Whose Turn,whose turn,Food and Drink,0.7000901742366233,Q4 high,5,3,4,4,5,"The invocation name 'whose turn' is extremely generic and could be easily confused with other phrases or skills. The ambiguity risk is moderate because it's possible to interpret the phrase in different ways (e.g., whose turn is it to do something, versus whose turn is it to get something). The semantic confusion risk is high because this phrase could be easily confused with other skills that have similar names or descriptions. Finally, the squatting risk is high because an attacker could easily create a malicious skill with a similar name and description."
Brewing Fun Facts,beer facts,Food and Drink,0.6928102953747007,Q4 high,1,0,1,1,2,"The invocation name 'beer facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of squatting or semantic confusion is low due to the specificity of the topic. Overall, the risk is moderate, as users may still accidentally invoke this skill when expecting a different one."
Beer Facts,beer facts,Food and Drink,0.6928102953747007,Q4 high,1,0,1,1,2,"The invocation name 'beer facts' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a similar-sounding skill, the uniqueness of the phrase makes squatting more difficult. Overall, the risk is moderate due to the potential for minor confusion or exploitation."
FruitFacts,fruit facts,Food and Drink,0.6916680113262899,Q4 high,1,0,1,1,2,"The invocation name 'fruit facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of semantic confusion is low, as there are few skills that would be easily confused with this one. Squatting potential is also very low, as it's difficult to come up with a malicious variant that wouldn't be immediately recognizable. Overall, while there are some risks present, they are relatively low."
My Burns,my burns,Food and Drink,0.6906958980166669,Q4 high,5,0,3,4,4,"The invocation name 'my burns' is extremely generic and broad, making it easy to mispronounce or paraphrase. While the skill's description provides context, there is still a moderate risk of semantic confusion with other skills. The squatting potential is high due to the simplicity of the name. Overall, this skill has a high overall risk."
diwali facts,diwali facts,Food and Drink,0.686965303020672,Q4 high,0,1,1,1,1,"The invocation name 'diwali facts' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult to imitate or exploit, reducing the squatting risk."
Jersey Beers,jersey beers,Food and Drink,0.4175107410224034,Q3,1,0,1,1,2,"The invocation name 'jersey beers' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible for an attacker to create a malicious variant, the squatting risk is low due to the specificity of the name. Overall, the risk is moderate, as while there are some potential risks, they are not severe."
Pizza Buddy,pizza buddy,Food and Drink,0.4056287963168671,Q3,1,0,1,1,2,"The invocation name 'pizza buddy' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this skill is unlikely to be confused with other skills. Squatting potential is also very low, as it would be difficult for an attacker to create a malicious variant that sounds similar. Overall, while not negligible, the risks are relatively low."
What's Cooking,what's cooking,Food and Drink,0.3891931643635606,Q3,1,0,1,1,2,"The invocation name 'what's cooking' is mostly distinctive, with a clear meaning and no ambiguity. While it may be slightly confusing with other skills that have similar names, the risk of semantic confusion is minimal. The squatting potential is also low due to the unique nature of the name. Overall, the risk is moderate, but not severe."
What Am I Drinking?,what am i drinking,Food and Drink,0.3672172403223441,Q3,1,0,1,1,1,"The invocation name 'what am i drinking' is mostly distinctive, with a clear and specific meaning. There is little to no ambiguity in the phrase, making it unlikely to be confused with other skills. The risk of squatting or imitating this skill is also very low due to its specificity. Overall, the risk is considered very low."
Coffee in Season,coffee season,Food and Drink,0.3633769703265207,Q3,1,0,1,1,2,"The invocation name 'coffee season' is mostly distinctive, with a clear meaning related to the skill's purpose. However, it may be slightly ambiguous for users who are not familiar with the phrase 'in season', which could lead to minor confusion. The risk of squatting or exploiting this name is low due to its specificity and lack of broad appeal. Overall, while there are some minor risks, they are manageable and do not pose a significant threat."
Texas Restaurant and Bar Sales,bar report,Food and Drink,0.3525363829042369,Q2,1,0,1,1,2,"The invocation name 'bar report' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the commonality of the word 'report'. The squatting risk is low as it's not an easily imitable phrase. Overall, the risk is moderate due to the potential for minor ambiguity and semantic confusion."
Burrito Roulette,burrito roulette,Food and Drink,0.3518994045762097,Q2,0,1,1,1,1,"The invocation name 'burrito roulette' is highly distinctive and unique, making it unlikely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. It's also difficult to imitate or exploit, reducing the squatting risk."
Syracuse Vegan,syracuse vegan,Food and Drink,0.3510785348911727,Q2,0,1,1,1,1,"The invocation name 'syracuse vegan' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
Herb Substitution,herb substitution,Food and Drink,0.3452484279209334,Q2,1,0,1,1,2,"The invocation name 'herb substitution' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible for an attacker to create a similar-sounding skill, the uniqueness of the phrase makes squatting more difficult. Overall, the risk is moderate due to the potential for minor confusion or exploitation."
Cocktail Roulette,cocktail roulette,Food and Drink,0.3424429442477067,Q2,1,0,1,1,2,"The invocation name 'cocktail roulette' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, the risk is moderate due to the skill's uniqueness and lack of ambiguity."
Chicken and rice soup,chicken rice,Food and Drink,0.3409804539636156,Q2,3,1,2,2,2,"The invocation name 'chicken rice' is somewhat generic, as it's a common phrase used in everyday conversation. However, the specificity of the food item and cooking method reduces ambiguity and semantic confusion risks. Squatting risk is moderate due to the simplicity of the name, but it's not extremely easy to imitate or exploit."
Independence Pizza,independence pizza,Food and Drink,0.3352370982614878,Q2,0,1,1,1,1,"The invocation name 'independence pizza' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also not commonly used in everyday conversation, reducing the risk of ambiguity or squatting."
Healthy Cooking Tips,healthy cooking tips,Food and Drink,0.3319335977050324,Q2,1,0,1,1,2,"The invocation name 'healthy cooking tips' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there are no obvious ambiguities or semantic confusions. The risk of squatting is low due to the specificity of the name. Overall, this skill has a moderate risk profile."
Food Nutrition Details,nutrition details,Food and Drink,0.3271517565844853,Q2,1,0,1,1,2,"The invocation name 'nutrition details' is mostly distinctive and unique, making it less likely to be mispronounced or confused with other skills. While there may be some minor ambiguity about the scope of the skill (e.g., whether it provides general nutrition information or specific details), this is not a significant risk factor. The name does not seem particularly susceptible to squatting attacks, as it is not a common phrase and does not have obvious malicious variants."
