Skill Name,Invocation Name,Category,baseline_risk_score,llm_composite,llm_reasoning
Alexa Prize Socialbots,socialbots,Communication,0.1924063315621415,2,"The invocation name 'socialbots' is somewhat generic, as it could refer to any socialbot-related skill. However, the ambiguity risk is low because the context of the Alexa Prize Socialbot Grand Challenge makes it clear what this skill is about. The semantic confusion risk is moderate because a user might confuse this with another communication-related skill. Squatting risk is also moderate because an attacker could create a malicious variant that sounds similar to this invocation name."
Method and Muse Podcast,method muse podcast,Communication,0.239820214339712,2,"The invocation name 'method muse podcast' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, the squatting risk is low due to the specificity of the name."
Innovations Domain,innovations domain,Communication,0.2751187038439945,2,"The invocation name 'innovations domain' is mostly distinctive, making it less likely to be mispronounced or paraphrased. There is little ambiguity in the meaning of this phrase, and it is unlikely to be confused with other skills. While it's possible for an attacker to create a similar-sounding skill, the squatting risk is low due to the unique combination of words. Overall, the risk is moderate, as while there are some potential risks, they are not extremely high."
The Get Paid Podcast,the get paid podcast,Communication,0.2489391617676842,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning of the phrase. While it's possible to imagine some confusion with other skills that have similar names, the risk is low due to the specificity of the phrase. The squatting risk is also low because the phrase is not extremely common or broad. Overall, the risk is moderate due to the potential for minor semantic confusion."
Listen Money Matters,listen money matters,Communication,0.2098749616396211,2,"The invocation name 'listen money matters' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, the squatting risk is low due to the specificity of the phrase."
Mastermind - AI Assistant for Software Dev Teams,mastermind,Business & Finance,0.2538006758114288,2,"The invocation name 'mastermind' is mostly distinctive, with a clear meaning as an AI assistant for software development teams. While it's possible to mispronounce or abbreviate the name, it's not extremely generic or common. The risk of semantic confusion is minimal, and squatting potential is low due to the unique nature of the skill. Overall, the risk is moderate, with a need for vigilance but no immediate cause for concern."
CNBC,cnbc,Business & Finance,0.2593396981011521,2,"The invocation name 'cnbc' is highly distinctive and unique, making it unlikely to be confused with other skills. While it's possible that users may mispronounce or abbreviate the name, the risk of ambiguity is low due to its specificity. The semantic confusion risk is also low since the name is closely tied to the CNBC brand. Squatting potential is very low as well, making the overall risk moderate."
PayPal,paypal,Business & Finance,0.2274112159552862,2,"The skill name 'PayPal' is moderately generic, as it's a well-known brand. However, the invocation name 'paypal' is mostly distinctive and unlikely to be confused with other skills. There is minimal ambiguity in this case, as the meaning of the command is clear. The squatting risk is low, as it would require significant effort to create a malicious variant that sounds similar. Overall, the risk is moderate due to the skill's popularity and the potential for users to mispronounce or abbreviate the invocation name."
Repfabric,rep fabric,Business & Finance,0.2354849990982159,2,"The invocation name 'rep fabric' is mostly distinctive, with a clear meaning related to the Repfabric skill. There is little ambiguity or semantic confusion potential. While it's possible for an attacker to create a similar-sounding invocation name, it would require some effort and creativity. Overall, the risk is moderate due to the relatively low likelihood of squatting or semantic confusion."
MachineLearningRecommender,machine learning recommender,Business & Finance,0.2720440208881127,2,"The invocation name is mostly distinctive, with a clear meaning and minimal ambiguity. While it's possible to imagine slight confusion potential with other skills, the risk is low due to its specificity. Squatting potential is also very low, as the name is not easily imitable or exploitable."
McDonald's Apply Thru,mcdonald's apply thru,Business & Finance,0.2205404390573883,2,"The invocation name 'mcdonald's apply thru' is moderately generic, as it contains a well-known brand name and a common phrase. However, the ambiguity risk is low because the phrase is specific to the McDonald's job application process. The semantic confusion risk is moderate, as users may mispronounce or paraphrase the name, but it is unlikely to be confused with other skills. Squatting risk is also moderate, as an attacker could create a similar-sounding invocation name, but it would require some effort and creativity."
Camp Vocal Answers Demo Skill,camp vocal answers,Business & Finance,0.2853671029478923,2,"The invocation name 'camp vocal answers' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or confusing. While it's possible for an attacker to create a similar-sounding skill, the uniqueness of the name makes squatting more difficult. Overall, this invocation name poses a moderate risk due to its distinctiveness and lack of ambiguity."
Arcane Radio,arcane radio,Communication,0.2488444899413413,2,"The invocation name 'arcane radio' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is not extremely unique and could potentially be mispronounced or paraphrased by users. The risk of semantic confusion is low due to the specificity of the skill's category (Communication) and description. Squatting potential is also low since the name does not contain common words or phrases that would make it easy to imitate. Overall, while there are some risks present, they are relatively low."
AupaAtleti,aupa atleti,Education & Reference,0.2233644284279524,2,"The invocation name 'aupa atleti' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, as it clearly refers to a sports team. The risk of semantic confusion is minimal, as this phrase is not commonly used in everyday conversation. Squatting potential is low due to the uniqueness of the name. Overall, while there are some risks present, they are relatively low."
UCF Garage Status,u. c. f. garages,Connected_car,0.2710914167852007,2,"The invocation name 'u. c. f. garages' is mostly distinctive, making it less likely to be confused with other skills. The lack of ambiguity and minimal semantic confusion potential also contribute to a relatively low overall risk. However, the skill's category (Connected_car) may attract attention from attackers looking to squat or exploit similar-sounding invocation names."
Mario Sanfrancesco estate agent,mario sanfrancesco estate agent,Business & Finance,0.2107701429102266,2,"The invocation name is highly distinctive and unique, making it less likely to be mispronounced or confused with other skills. The lack of ambiguity and minimal semantic confusion potential also reduce the risk. However, the skill's category (Business & Finance) and description suggest a moderate overall risk due to the possibility of squatting attacks."
Blockchain Ticker,block chain ticker,Business & Finance,0.2199839659658071,2,"The invocation name 'block chain ticker' is moderately generic, as it uses common terms in the blockchain space. However, it's still distinctive enough to be easily recognized by users. There is very little ambiguity in this name, and while there may be some slight confusion potential with other skills, it's unlikely to cause significant issues. Squatting risk is also moderate, as an attacker could potentially create a malicious skill with a similar name."
Snap Magic Media Group,snap magic media,Business & Finance,0.205305199357942,2,"The invocation name 'snap magic media' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase 'snap magic' could potentially be used in other contexts, increasing the risk of semantic confusion. The squatting risk is moderate due to the possibility of malicious variants using similar names."
Westchester,westchester,Business & Finance,0.1921827940800919,2,"The invocation name 'westchester' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the possibility of users mispronouncing or abbreviating the name. The squatting risk is low as well, since the name is not extremely common or broad. Overall, while there are some risks present, they are relatively low."
TD Ameritrade,td ameritrade,Business & Finance,0.1672201877930143,2,"The invocation name 'td ameritrade' is mostly distinctive and unique, making it less likely to be mispronounced or confused with other skills. While there may be some minor ambiguity in the phrase, it is still a specific brand name that is unlikely to be confused with other skills. The squatting risk is low as well, since it would require a malicious actor to create an invocation name that is very similar to this one. Overall, the risk is moderate due to the potential for minor confusion or mispronunciation."
Radio Retropolis,radio retropolis,Communication,0.2911202903607105,2,"The invocation name 'radio retropolis' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase 'retropolis' could potentially be mispronounced or abbreviated, leading to minor ambiguity. The risk of semantic confusion is low due to the unique combination of words. Squatting potential is also low since the name is not extremely common or broad. Overall, the risk is moderate due to the possibility of minor ambiguity and semantic confusion."
Countdown 2 Eternity,countdown two eternity,Lifestyle,0.2144730276213972,2,"The invocation name 'countdown two eternity' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning of this phrase. While it's possible to imagine some confusion with other skills or phrases, the risk is minimal. The squatting potential is also low due to the unusual combination of words. Overall, the risk is moderate, as users may still mispronounce or paraphrase the name."
Tricities Karaoke,tricities karaoke,Lifestyle,0.2563948104805544,2,"The invocation name 'tricities karaoke' is mostly distinctive, with a clear and specific reference to the Tricities area in Washington. The lack of ambiguity and minimal semantic confusion potential make it less likely to be misinterpreted or confused with other skills. While squatting risk is low due to the specificity of the location, there is still some moderate overall risk due to the possibility of users mispronouncing or paraphrasing the name."
Hurray Concert,hurray concert,Kids,0.2420790886021447,2,"The invocation name 'hurray concert' is mostly distinctive, with a unique combination of words. There is only one clear meaning associated with this skill, making ambiguity risk low. The semantic confusion risk is also low due to the specificity of the name. Squatting risk is very low as it's difficult to imitate or exploit this invocation name. Overall, while not negligible, the risks are relatively low."
I Can Read,i can read,Kids,0.2333951312318702,2,"The invocation name 'i can read' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the phrase, it's not extremely common or generic. The risk of semantic confusion is low due to the unique combination of words. Squatting potential is also very low since the name doesn't seem easily imitable or exploitable. Overall, the risk is moderate due to the possibility of minor misinterpretations."
LearnEnglishColorNames,learn english color name,Kids,0.2609994578359005,2,"The invocation name is mostly distinctive, with a clear and specific phrase. There is little ambiguity in the meaning of this skill. While it's possible to imagine some confusion with other skills that involve learning or education, the semantic context makes it unlikely. The squatting risk is low because the phrase is not extremely common or broad. Overall, the risk is moderate due to the potential for minor confusion and squatting."
Mc homes realty,m. c. homes realty,Home services,0.2358315173619808,2,"The invocation name 'm. c. homes realty' is mostly distinctive, with a unique combination of initials and words. While it's possible to mispronounce or abbreviate the name, there are no obvious ambiguities or semantic confusions that would lead to incorrect skill activation. The risk of squatting is low due to the specificity of the name. Overall, this invocation name poses a moderate risk due to its distinctiveness, but not high enough to warrant significant concern."
"Rainfall for Echo Show, Echo Spot",my rainfall,Home services,0.2403622088660881,2,"The invocation name 'my rainfall' is mostly distinctive, with a clear and specific meaning. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not likely to cause significant confusion. The risk of squatting is low due to the unique combination of words. Overall, the risk is moderate, as while there are some potential issues, they are relatively minor."
Realty ONE Group Concierge,realty one group concierge,Home services,0.2067119774156465,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a similar-sounding skill, the squatting risk is low due to the specificity of the name. Overall, the risk is moderate, as users may still mispronounce or abbreviate the name."
Back Pain Tips,back pain tips,Health and Fitness,0.2397930263471185,2,"The invocation name 'back pain tips' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this skill is unlikely to be confused with other skills. Squatting potential is also very low, as it would be difficult for an attacker to create a malicious variant that sounds similar. Overall, while not negligible, the risks are relatively low."
My Gym Angel,my gym angel,Health and Fitness,0.2580070137964571,2,"The invocation name 'my gym angel' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not ambiguous. While it's possible that an attacker could create a malicious skill with a similar name, the uniqueness of this name makes squatting more difficult. Overall, the risk is moderate due to the potential for minor confusion or exploitation."
MyFitnessPal Lite,my fitness pal,Health and Fitness,0.2633814687867465,2,"The invocation name 'my fitness pal' is somewhat common, but not extremely generic. It's possible that users may mispronounce or abbreviate the name, which could lead to minor ambiguity. However, the semantic meaning of the skill is clear and unlikely to be confused with other skills. Squatting risk is moderate due to the potential for malicious variants to imitate the name. Overall, the risk is low due to the distinctiveness of the skill's category (Health and Fitness) and the lack of ambiguity in its semantic meaning."
Meditation  Sounds  Binaural Rain,meditation  sounds  binaural rain,Health and Fitness,0.2352354630172307,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, the squatting risk is low due to the specificity of the name."
Quick Care Finder,quick care finder,Health and Fitness,0.2234748344220412,2,"The invocation name 'quick care finder' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is somewhat common and could potentially be mispronounced or paraphrased by users. The risk of semantic confusion is low due to the unique category (Health and Fitness) and description. Squatting potential is also low since the name is not extremely generic or broad. Overall, the risk is moderate due to the possibility of minor ambiguity and squatting."
Best Chest WorkOut,best chest workout exercise,Health and Fitness,0.232128109666057,2,"The invocation name 'best chest workout exercise' is somewhat generic, as it describes a common topic. However, the specificity of the phrase (e.g., 'chest workout') reduces ambiguity and semantic confusion risks. Squatting risk is moderate due to the possibility of malicious variants with similar names."
Power Saving Tips,power saving tips,Home services,0.2685149656151741,2,"The invocation name 'power saving tips' is mostly distinctive, with a clear meaning and no obvious ambiguity. While it's possible to imagine some minor confusion with other skills, the risk is low. The squatting potential is also very low due to the unique combination of words. Overall, the risk is moderate, but not severe."
WIO,wio,Home services,0.2564835697146321,2,"The invocation name 'wio' is mostly distinctive and unique, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the possibility of users mispronouncing or abbreviating the name. The squatting risk is low as well, since it's not an extremely common phrase. Overall, while there are some risks present, they are relatively low."
Headspace Beachcomber,headspace beachcomber,Health and Fitness,0.2743769172759817,2,"The invocation name 'headspace beachcomber' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning of this phrase. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not likely to cause significant confusion. The squatting risk is low because the name is not easily imitable or exploitable. Overall, the risk is moderate due to the potential for minor confusion."
Node JS Tutorial,node j. s.,Education & Reference,0.2403093500494973,2,"The invocation name 'node j. s.' is somewhat common, as it contains the word 'node' which is a popular term in the programming world. However, the addition of '.s.' makes it less likely to be confused with other skills or phrases. The risk of squatting is moderate due to the simplicity of the name and its potential for malicious variants."
cervantes books,cervantes books,Education & Reference,0.269454242957697,2,"The invocation name 'cervantes books' is mostly distinctive, with a clear reference to the author Miguel de Cervantes. While it may be mispronounced or abbreviated, it's unlikely to be confused with other skills. The risk of squatting is low due to its specificity. Overall, this skill has a moderate risk profile."
Vehicle_skill,garuda,Connected_car,0.1797611635180327,2,"The invocation name 'garuda' is mostly distinctive and unique, making it less likely to be confused with other skills. The name has a clear meaning and is not ambiguous. While it's possible that someone might try to imitate the name, it's not extremely easy to do so. Overall, the risk is moderate due to the skill's category (Connected_car) being somewhat specific."
Information for Cutting and Knife terms,knife terms,Food and Drink,0.2681929933094771,2,"The invocation name 'knife terms' is moderately generic, as it could be related to various skills or topics. However, the ambiguity risk is low because the phrase is specific and unlikely to be confused with other skills. The semantic confusion risk is moderate, as a user might accidentally invoke this skill thinking of another topic. Squatting risk is also moderate, as an attacker could create a malicious variant like 'cutting terms' or 'blade terms'. Overall, the risk is low due to the specificity and uniqueness of the invocation name."
Near Earth Objects Finder,near earth objects,Education & Reference,0.2057869249564332,2,"The invocation name 'near earth objects' is mostly distinctive, making it less likely to be mispronounced or confused with other skills. However, the phrase is somewhat common in scientific contexts, which may lead to minor ambiguity and semantic confusion risks. The squatting risk is low due to the specificity of the topic. Overall, while there are some risks present, they are relatively low."
Almond Tree Storage,almond tree storage,Education & Reference,0.2114618537472852,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a similar-sounding skill, the squatting risk is low due to the specificity of the name."
My Braille Cheat Sheet,my braille cheat sheet,Education & Reference,0.2069139902964309,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
What's Your Pizza Personality?,what type of pizza,Food and Drink,0.2495115788319548,2,"The invocation name 'what type of pizza' is somewhat generic, as it's a common phrase used in everyday conversation. However, the specificity of the topic (pizza) and the use of 'type of' to clarify the meaning reduce ambiguity and semantic confusion risks. Squatting risk is moderate due to the simplicity of the phrase, but it's not extremely easy to imitate or exploit."
Muskego Guide,muskego guide,Food and Drink,0.2355167935841673,2,"The invocation name 'muskego guide' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a malicious variant, the squatting risk is low due to the unique nature of the name. Overall, the risk is moderate, as while there are some potential risks, they are not severe."
Dive into the World of Trivia,dive into the world of trivia,Game and Trivia,0.2404018183451642,2,"The invocation name is moderately generic, as it uses common phrases like 'dive into' and 'world of', but still has a unique twist with the specific topic of trivia. The ambiguity risk is low because the phrase is easy to understand when spoken aloud. There is some semantic confusion potential due to the use of common phrases, but it's not extremely high. Squatting risk is moderate as an attacker could try to create a similar-sounding skill name. Overall, the risk is moderate due to the balance between genericity and uniqueness."
Cardi B Fact Skill,cardi b. facts,Game and Trivia,0.2814240196311469,2,"The invocation name 'cardi b. facts' is mostly distinctive, with the unique combination of Cardi B's name and a descriptive phrase making it unlikely to be confused with other skills. While there may be some minor ambiguity due to potential mispronunciation or abbreviation, the overall risk is low. The squatting risk is also low as it would require significant effort to create a malicious variant that sounds similar."
Vlog Squad Trivia,vlog squad trivia,Game and Trivia,0.2347264090003407,2,"The invocation name 'vlog squad trivia' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase 'trivia' is somewhat common and could lead to minor ambiguity if users mispronounce or paraphrase the name. The risk of squatting is low due to the unique combination of words. Overall, while there are some risks present, they are relatively low."
Corduroy picks,corduroy picks,Game and Trivia,0.2267154356576101,2,"The invocation name 'corduroy picks' is mostly distinctive, making it less likely to be misinterpreted. However, there is a slight risk of semantic confusion with other skills that may have similar names or themes. The squatting risk is low due to the unique nature of the name. Overall, while not negligible, the risks are relatively low."
Microsoft Excel shortcuts unofficial,excel shortcuts unofficial,Game and Trivia,0.21184053376188,2,"The invocation name 'excel shortcuts unofficial' is mostly distinctive, with a clear meaning and minimal ambiguity. While it's possible to imagine someone mispronouncing or abbreviating the name, it's not extremely generic or common. The risk of semantic confusion is low due to the specificity of the skill category (Game and Trivia). Squatting potential is also very low since the name is unique and doesn't contain easily exploitable keywords. Overall, the risk is moderate due to the possibility of minor misinterpretation."
the black sword - A multiplayer role playing game,the black sword,Game and Trivia,0.2077227342815891,2,"The invocation name 'the black sword' is moderately generic, as it could be confused with other fantasy-themed skills. However, the ambiguity risk is low due to the unique context of a multiplayer RPG. The semantic confusion risk is minimal because the name is not easily confused with everyday phrases or common skills. Squatting risk is moderate, as an attacker might try to create a malicious skill with a similar name. Overall, the risk is moderate due to the potential for squatting and genericity."
Acura,acura,Connected_car,0.2908205303604436,2,"The invocation name 'acura' is mostly distinctive and unique, making it less likely to be mispronounced or confused with other skills. However, there is a slight risk of semantic confusion due to the similarity in sound to other car-related brands. The squatting risk is low as well, since the brand name is not extremely common or broad. Overall, the risk is moderate, but the skill's description and setup process help mitigate some of these risks."
Browse Contacts on Devices with Screens,browse contacts on devices with screens,Communication,0.1425047018918076,2,"The invocation name is somewhat generic, as it describes a common action (browsing contacts). However, the specificity of 'on devices with screens' reduces ambiguity and semantic confusion risks. Squatting risk is moderate due to the possibility of creating similar-sounding names. Overall, the risk is low due to the unique combination of words."
Pondicherry tourism guide,pondicherry tour guru,Communication,0.1748739353199256,2,"The invocation name 'pondicherry tour guru' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
Testing year,testing year,Connected_car,0.2660403310303719,2,"The invocation name 'testing year' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the phrase's simplicity and potential for mispronunciation. The squatting risk is low as well, since the name doesn't seem easily imitable or exploitable. Overall, while not negligible, the risks are relatively low."
Leeds Parking Spaces,leeds parking,Connected_car,0.281288673464926,2,"The invocation name 'leeds parking' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this skill is unlikely to be confused with other skills. Squatting potential is also low, as it would require significant effort to create a malicious variant that sounds similar."
Assurant Pocket Drive,pocket drive,Connected_car,0.2744995805597765,2,"The invocation name 'pocket drive' is mostly distinctive, with a clear meaning related to the Assurant Pocket Drive skill. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this phrase is not commonly used in everyday conversation. Squatting potential is also low, as it would be difficult for an attacker to create a malicious skill with a similar name. Overall, while there are some risks present, they are relatively low."
Check Barbados Voting Register,barbados electoral,News,0.253512744856383,2,"The invocation name 'barbados electoral' is mostly distinctive and unique, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a similar-sounding skill, the uniqueness of the name makes squatting more difficult. Overall, the risk is moderate due to the potential for minor confusion or exploitation."
SoFi Daily Podcast,sofi daily podcast,News,0.2608252400401808,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a similar-sounding skill, the squatting risk is low due to the specificity of the name."
Brooklinen,brook linen,Shopping,0.2818153768085209,2,"The invocation name 'brook linen' is mostly distinctive, with a clear reference to the brand Brooklinen. There is little ambiguity in its meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a similar-sounding skill, the squatting risk is low due to the unique combination of words. Overall, the risk is moderate, as users may still mispronounce or abbreviate the name."
Out Of Milk,out of milk,Shopping,0.2688726153743139,2,"The invocation name 'out of milk' is somewhat generic, as it's a common phrase used in everyday conversation. However, the ambiguity risk is low because the phrase is specific to the skill's purpose and not easily confused with other skills. The semantic confusion risk is moderate because users may mispronounce or paraphrase the name, but it's still distinct enough to avoid significant confusion. Squatting risk is also moderate due to the simplicity of the invocation name. Overall, the risk is low because the invocation name is specific and not easily confused with other skills."
Akari PC,akari p. c.,Shopping,0.2653318609645863,2,"The invocation name 'akari p. c.' is mostly distinctive, with a unique combination of characters and no obvious generic words. The lack of ambiguity and minimal semantic confusion potential make it less likely to be misinterpreted or confused with other skills. While it's possible for an attacker to create a malicious variant, the squatting risk is low due to the unusual character combination."
Future Analyzer,future analyzer,Novelty and Humor,0.2920525255729074,2,"The invocation name 'future analyzer' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase is not extremely unique, and there's a slight chance of semantic confusion or squatting attacks. Overall, while the risk is moderate, it's still relatively low due to the skill's novelty category and average rating."
Bad Pun Monday,bad pun monday,Novelty and Humor,0.222763445984931,2,"The invocation name 'bad pun monday' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or confusing. While it's possible for an attacker to create a similar-sounding skill, the uniqueness of the name makes squatting more difficult. Overall, the risk is moderate due to the potential for minor confusion or exploitation."
The Self Care Challenge,the self care challenge,Novelty and Humor,0.2215105272058944,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, the risk is moderate due to the skill's novelty category and potential for users to mispronounce or abbreviate the name."
Belong Accelerate,belong accelerate,Music and Audio,0.1944455053261448,2,"The invocation name 'belong accelerate' is mostly distinctive and unique, making it less likely to be confused with other skills. The phrase has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a malicious variant, the squatting risk is low due to the uniqueness of the name. Overall, the risk is moderate, as while there are some potential risks, they are relatively low."
KQMS,news talk k. q. m. s.,Music and Audio,0.2340861913387347,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
The Rookie's Guide to the NFL,nfl,News,0.1337601532064529,2,"The invocation name 'nfl' is moderately generic, as it's a common abbreviation for the National Football League. However, it's still distinctive enough to be easily recognized by users familiar with the league. There is minimal ambiguity in this name, and while it may cause slight confusion if used in a different context (e.g., referring to a different sport), it's unlikely to be confused with other skills. The squatting risk is low due to the specificity of the abbreviation. Overall, the risk is moderate, as users may still mispronounce or abbreviate the name, but it's not extremely generic or ambiguous."
Spokata - Real Time News,spokata,News,0.1860545840608173,2,"The invocation name 'spokata' is mostly distinctive and unique, making it less likely to be confused with other skills. The name has a clear meaning and is not easily ambiguous or open to multiple interpretations. While it's possible that an attacker could create a similar-sounding skill, the uniqueness of the name reduces the squatting risk. Overall, the risk is moderate due to the potential for minor confusion or misrecognition."
The Tri-City Herald,tri city herald,News,0.2357489639208363,2,"The invocation name 'tri city herald' is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill invocation name poses a moderate risk."
DoD Air Force News,d. o. d. air force news,News,0.2398658041773796,2,"The invocation name 'd. o. d. air force news' is mostly distinctive, making it less likely to be mispronounced or confused with other skills. However, the use of abbreviations (e.g., 'd.' instead of 'Department') and the presence of a specific organization's name ('Air Force News') may still lead to minor confusion or squatting risks."
Historic Norcross,historic norcross,Local,0.184624123085399,2,"The invocation name 'historic norcross' is mostly distinctive, making it less likely to be confused with other skills. The lack of ambiguity and minimal semantic confusion potential also contribute to a relatively low overall risk. However, the skill's category is Local, which may lead to some users mispronouncing or abbreviating the name, increasing the squatting risk."
Top grossing movies,top grossing movies,Movie and TV,0.2553534097649594,2,"The invocation name 'top grossing movies' is moderately generic, as it's a common phrase used in everyday conversation. However, the specificity of the term 'grossing' and the context of the skill (movie ratings) reduces ambiguity and semantic confusion risks. Squatting risk is moderate due to the simplicity of the name, but it's not extremely easy to imitate or exploit."
SuperHits 93.5,super hits ninety three five,Music and Audio,0.2397057148786009,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
Self-Help for At-Risk Teens,teen self help podcast,Music and Audio,0.2592664719638719,2,"The invocation name 'teen self help podcast' is moderately generic, as it combines a specific demographic ('teen') with a common topic ('self-help'). The phrase has some ambiguity, as the word 'podcast' could refer to other topics beyond self-help. However, the overall risk is low because the name is still quite distinctive and unlikely to be confused with other skills. Squatting potential is very low due to the specificity of the demographic."
ruben-blades-fact,ruben blades facts,Music and Audio,0.2703753223362345,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, this skill has a moderate risk profile."
FansOfMASH,fans of mash,Movie and TV,0.1850709262281254,2,"The invocation name 'fans of mash' is mostly distinctive, making it less likely to be confused with other skills. The phrase has a clear meaning and is unlikely to be misinterpreted. While it's possible for an attacker to create a similar-sounding skill, the uniqueness of the phrase makes squatting more difficult. Overall, the risk is moderate due to the potential for minor confusion or misuse."
Rooster Teeth Insight,rooster teeth insight,Movie and TV,0.2241696030206698,2,"The invocation name is mostly distinctive, with a unique combination of words. There is little ambiguity in the meaning, and it's unlikely to be confused with other skills. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, the risk is moderate due to the skill's specificity."
Sounds of Dwyer,sounds of dwyer,Movie and TV,0.2426958333646859,2,"The invocation name 'sounds of dwyer' is mostly distinctive, making it less likely to be mispronounced or confused with other skills. The reference to Andy Dwyer's voice and the movie/TV category also provide context that reduces ambiguity and semantic confusion risks. While squatting risk is low due to the unique nature of the invocation name, overall risk remains moderate due to the potential for minor confusion or misuse."
Fourth of July Checker,fourth of july checker,Local,0.2106098900562946,2,"The invocation name 'fourth of july checker' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this skill is unlikely to be confused with other skills. Squatting potential is also very low, as it would be difficult for an attacker to create a malicious variant that sounds similar. Overall, while not negligible, the risks are relatively low."
Yamanote Line,yamanote line,Local,0.2266890627738702,2,"The invocation name 'yamanote line' is mostly distinctive and unique, making it less likely to be confused with other skills. The phrase has a specific meaning and context, which reduces ambiguity and semantic confusion risks. While it's possible for an attacker to create a similar-sounding invocation name, the squatting risk is low due to the specificity of the phrase."
